Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI %Chg",Vol/OI,IV,Delta,Time
NEE,85.91,2026-08-28,23,Call,86.00,-0.10%,1.72,2.13,26,1708,"+18,877.78%",0.02,22.69%,0.506515,2026-08-05
NB,5.02,2026-08-07,2,Call,5.50,-9.56%,0.05,0.15,59,2752,"+18,246.67%",0.02,177.83%,0.265494,2026-08-05
BIDU,111.11,2026-08-21,16,Put,111.00,-0.10%,4.5,5.15,3,2134,"+16,315.38%",0,53.50%,-0.469752,2026-08-05
WFC,89.17,2026-09-04,30,Call,88.00,+1.31%,2.62,3.15,20,1202,"+14,925.00%",0.02,21.56%,0.604429,2026-08-05
ELAN,26.22,2026-08-21,16,Put,20.00,-23.72%,0,0.2,500,2401,"+14,906.25%",0.21,83.06%,-0.049206,2026-08-05
IE,10.65,2026-10-16,72,Call,10.00,+6.10%,1.9,2,647,11704,"+14,905.13%",0.06,86.25%,0.646191,2026-08-05
DJT,9.96,2026-10-16,72,Call,17.00,-70.68%,0.35,0.43,1613,11384,"+14,878.95%",0.14,105.56%,0.186618,2026-08-05
SPCX,108.27,2027-03-19,226,Call,230.00,-112.43%,4.65,5.15,125,3527,"+14,595.83%",0.04,76.07%,0.179249,2026-08-05
NVO,44.53,2026-08-14,9,Call,44.00,+1.19%,1.02,1.31,127,1307,"+14,422.22%",0.1,32.39%,0.596941,2026-08-05
FBIN,52.29,2026-08-21,16,Put,50.00,-4.38%,0,2,30,1839,"+14,046.15%",0.02,45.58%,-0.300062,2026-08-05
NN,14.82,2026-08-14,9,Call,15.00,-1.21%,1.95,2.35,339,3600,"+13,746.15%",0.09,240.23%,0.563506,2026-08-05
PLTR,158.43,2026-08-07,2,Put,160.00,+0.99%,3.7,3.85,25141,6354,"+13,419.15%",3.96,62.54%,-0.574013,2026-08-05
SKHY,151.03,2026-10-16,72,Call,315.00,-108.57%,2.5,3.1,63,3508,"+12,892.59%",0.02,107.34%,0.098836,2026-08-05
IREN,38.89,2026-08-14,9,Put,39.50,+1.57%,3.05,3.2,94,4276,"+12,857.58%",0.02,115.31%,-0.49664,2026-08-05
PDD,90.94,2026-08-28,23,Put,90.00,-1.03%,3,3.4,6,1011,"+12,537.50%",0.01,41.27%,-0.432629,2026-08-05
PDD,90.94,2026-09-04,30,Put,90.00,-1.03%,3.55,3.95,7,1009,"+12,512.50%",0.01,41.77%,-0.433933,2026-08-05
TNDM,19.59,2026-08-21,16,Put,19.00,-3.01%,1.4,2.05,6,2015,"+12,493.75%",0,125.70%,-0.400253,2026-08-05
WMT,112.34,2026-09-04,30,Put,98.00,-12.76%,0.23,0.75,61,6138,"+12,426.53%",0.01,36.86%,-0.08601,2026-08-05
ROK,450.05,2026-09-18,44,Put,390.00,-13.34%,0.7,4.8,53,1867,"+12,346.67%",0.03,34.69%,-0.101539,2026-08-05
PLTR,158.43,2026-08-07,2,Put,152.50,-3.74%,0.83,0.86,11632,6062,"+12,271.43%",1.92,63.22%,-0.199741,2026-08-05
MARA,11.24,2026-09-04,30,Call,10.00,+11.03%,1.73,2.24,2001,1104,"+12,166.67%",1.81,103.42%,0.709814,2026-08-05
ELAN,26.22,2026-08-21,16,Put,23.00,-12.28%,0.05,0.5,3,1209,"+11,990.00%",0,63.64%,-0.144385,2026-08-05
PLTR,158.43,2026-08-07,2,Put,143.00,-9.74%,0.09,0.11,797,1516,"+10,728.57%",0.53,74.32%,-0.029152,2026-08-05
RBLX,36.19,2026-08-21,16,Put,32.00,-11.58%,0.48,0.62,33,1015,"+10,050.00%",0.03,70.12%,-0.178439,2026-08-05
FHN,26.17,2026-11-20,107,Call,28.00,-6.99%,0.85,0.9,4116,125995,"+10,003.85%",0.03,27.40%,0.358206,2026-08-05
SKHY,151.03,2026-11-20,107,Call,160.00,-5.94%,29.7,32.1,106,4030,"+9,495.24%",0.03,104.30%,0.579316,2026-08-05
NVO,44.53,2026-09-18,44,Put,37.50,-15.79%,0.2,0.25,83,13336,"+9,425.71%",0.01,36.52%,-0.082736,2026-08-05
MRVL,211.02,2026-08-07,2,Call,257.50,-22.03%,0.07,0.17,4580,4445,"+9,357.45%",1.03,124.75%,0.017549,2026-08-05
FCX,69.39,2026-08-07,2,Put,66.00,-4.89%,0.16,0.3,109,1665,"+9,150.00%",0.07,63.31%,-0.136695,2026-08-05
DELL,462.7,2026-08-14,9,Call,600.00,-29.67%,0.09,1.15,971,1451,"+8,968.75%",0.67,83.40%,0.027883,2026-08-05
ZETA,27.07,2026-08-21,16,Call,26.50,+2.11%,1.33,2.7,53,2489,"+8,789.29%",0.02,75.74%,0.588443,2026-08-05
AMZN,272.65,2026-09-18,44,Call,335.00,-22.87%,0.55,0.6,169,19956,"+8,730.09%",0.01,33.31%,0.046076,2026-08-05
PLTR,158.43,2026-08-14,9,Put,155.00,-2.16%,3.45,3.65,2475,4859,"+8,576.79%",0.51,52.32%,-0.375746,2026-08-05
CORZ,21.77,2026-08-14,9,Call,23.50,-7.95%,0.51,0.8,110,3013,"+8,508.57%",0.04,94.66%,0.332069,2026-08-05
NVDA,219.22,2026-08-14,9,Put,212.50,-3.07%,2.5,2.56,1819,13303,"+8,427.56%",0.14,38.98%,-0.291003,2026-08-05
MSFT,487.46,2026-08-14,9,Put,495.00,+1.55%,12.75,13.9,1030,1830,"+8,218.18%",0.56,30.10%,-0.614461,2026-08-05
SGI,69.58,2026-09-18,44,Call,70.00,-0.60%,5,6.1,3522,1142,"+8,057.14%",3.08,58.66%,0.534622,2026-08-05
SHOP,144.24,2026-08-21,16,Call,131.00,+9.18%,14.1,16.4,10,4022,"+7,944.00%",0,55.80%,0.814959,2026-08-05
OLED,85.93,2026-09-18,44,Call,90.00,-4.74%,3.8,4.5,181,1982,"+7,828.00%",0.09,48.66%,0.4276,2026-08-05
EIX,68.32,2026-09-18,44,Call,70.00,-2.46%,3,5.2,446,1030,"+7,823.08%",0.43,51.80%,0.47691,2026-08-05
PACS,45.64,2026-08-21,16,Call,35.00,+23.31%,10.1,12.6,1019,1013,"+7,692.31%",1.01,115.52%,0.889735,2026-08-05
CAKE,105.31,2026-08-21,16,Put,105.00,-0.29%,2.95,3.5,94,2816,"+7,510.81%",0.03,39.06%,-0.464988,2026-08-05
SU,62.82,2026-08-07,2,Put,63.00,+0.29%,0.25,0.95,53,2549,"+7,397.06%",0.02,27.27%,-0.551554,2026-08-05
HST,25.13,2026-09-18,44,Put,24.00,-4.50%,0.45,0.65,732,6084,"+7,230.12%",0.12,26.86%,-0.334838,2026-08-05
BHP,89.38,2026-11-20,107,Call,95.00,-6.29%,4.7,5.1,10,6906,"+6,540.38%",0,38.56%,0.408959,2026-08-05
AAL,16.58,2026-08-07,2,Put,17.50,+5.55%,0.7,1.1,77,1242,"+6,436.84%",0.06,43.71%,-0.951121,2026-08-05
TOST,34.8,2026-08-07,2,Call,35.50,-2.01%,0.29,0.36,2645,2563,"+6,307.50%",1.03,58.77%,0.333033,2026-08-05
PCG,17.2,2026-12-18,135,Call,24.00,-39.53%,0.25,0.34,7767,30630,"+6,254.77%",0.25,43.97%,0.140597,2026-08-05
IIIN,32.82,2026-08-21,16,Call,35.00,-6.64%,0.1,0.4,166,1001,"+6,156.25%",0.17,34.03%,0.198436,2026-08-05
FLY,22.84,2026-08-07,2,Call,25.00,-9.46%,0.2,0.3,3658,11161,"+6,066.30%",0.33,137.41%,0.201662,2026-08-05
DEI,11.8,2026-08-21,16,Call,12.00,-1.69%,0,0.45,11,1818,"+5,581.25%",0.01,32.24%,0.40838,2026-08-05
MRCY,107.44,2026-08-21,16,Call,140.00,-30.31%,0.65,4.1,2,1021,"+5,572.22%",0,120.75%,0.18024,2026-08-05
AUR,6.69,2027-02-19,198,Call,9.00,-34.53%,0.5,1.1,2517,11964,"+5,490.65%",0.21,73.67%,0.406904,2026-08-05
SHOP,144.24,2026-08-21,16,Call,138.00,+4.33%,9.25,11.5,5,2845,"+5,478.43%",0,56.53%,0.672334,2026-08-05
MRVL,211.02,2026-08-21,16,Call,265.00,-25.58%,2.58,3.15,117,3199,"+5,322.03%",0.04,93.84%,0.146067,2026-08-05
AMPG,5.38,2026-08-07,2,Call,6.00,-11.52%,0.05,0.3,221,1073,"+5,265.00%",0.21,246.22%,0.306319,2026-08-05
U,35.47,2026-08-14,9,Put,32.00,-9.78%,1.37,1.61,1536,5074,"+5,241.05%",0.3,138.15%,-0.278706,2026-08-05
CC,14.59,2026-08-21,16,Call,17.50,-19.95%,0.1,0.2,273,1023,"+5,015.00%",0.27,74.43%,0.138668,2026-08-05
CLF,12.65,2026-08-14,9,Put,13.00,+2.77%,0.66,0.78,11,1324,"+4,992.31%",0.01,66.00%,-0.58237,2026-08-05
SHOP,144.24,2026-08-21,16,Call,134.00,+7.10%,11.9,14.15,2,2859,"+4,745.76%",0,56.09%,0.757852,2026-08-05
NOW,117.22,2027-02-19,198,Put,95.00,-18.96%,8.8,9.5,10,2033,"+4,740.48%",0,61.48%,-0.232976,2026-08-05
PLTR,158.43,2026-08-07,2,Put,150.00,-5.32%,0.44,0.47,35554,15395,"+4,651.54%",2.31,64.38%,-0.119973,2026-08-05
MRVL,211.02,2026-08-21,16,Call,212.50,-0.70%,14.5,16.5,90,1842,"+4,505.00%",0.05,91.07%,0.526586,2026-08-05
SYM,46.52,2026-08-21,16,Put,47.50,+2.11%,4,4.7,5,5110,"+4,503.60%",0,98.96%,-0.496469,2026-08-05
MU,893.19,2026-08-14,9,Put,505.00,-43.46%,0.02,0.24,2,3292,"+4,472.22%",0,132.73%,-0.002232,2026-08-05
RTX,222.31,2026-08-07,2,Call,232.50,-4.58%,0.02,0.29,1330,1399,"+4,412.90%",0.95,38.12%,0.058253,2026-08-05
PLTR,158.43,2026-08-07,2,Put,145.00,-8.48%,0.13,0.14,2009,5075,"+4,351.75%",0.4,69.59%,-0.040163,2026-08-05
BWA,66.78,2026-08-21,16,Call,80.00,-19.80%,0,0.35,5,2823,"+4,310.94%",0,52.66%,0.05785,2026-08-05
FLUT,92.91,2026-08-21,16,Call,115.00,-23.78%,0,0.3,34,6081,"+4,212.77%",0.01,54.75%,0.036764,2026-08-05
CRM,192.98,2026-08-28,23,Put,190.00,-1.54%,8.55,8.95,5,1072,"+4,188.00%",0,53.82%,-0.423302,2026-08-05
PCG,17.2,2026-12-18,135,Call,25.00,-45.35%,0.2,0.28,3,6082,"+4,153.15%",0,45.07%,0.116328,2026-08-05
CSCO,121.5,2026-08-07,2,Put,121.00,-0.41%,1.13,1.31,2729,2171,"+3,996.23%",1.26,40.85%,-0.438408,2026-08-05
ALAB,318.43,2026-08-07,2,Call,395.00,-24.05%,0.3,2.88,130,1343,"+3,969.70%",0.1,196.81%,0.080014,2026-08-05
ELAN,26.22,2026-08-21,16,Call,25.00,+4.65%,1.5,2.4,1063,1016,"+3,964.00%",1.05,57.03%,0.681594,2026-08-05
SHAK,74.33,2026-08-07,2,Call,81.00,-8.97%,0,0.4,1250,1345,"+3,855.88%",0.93,85.63%,0.093259,2026-08-05
GPN,87.48,2026-08-21,16,Call,105.00,-20.03%,0,0.45,2,2372,"+3,788.52%",0,52.91%,0.056704,2026-08-05
NRG,120.73,2027-01-15,163,Call,155.00,-28.39%,5.4,8.3,6,1879,"+3,734.69%",0,52.28%,0.302445,2026-08-05
SKHY,151.03,2026-11-20,107,Call,200.00,-32.42%,18.2,20.1,135,2572,"+3,682.35%",0.05,102.90%,0.418648,2026-08-05
U,35.47,2026-08-07,2,Call,36.50,-2.90%,2,2.51,2269,2077,"+3,608.93%",1.09,257.91%,0.47868,2026-08-05
PTRN,23.63,2026-08-21,16,Put,22.50,-4.78%,0.95,1.6,1023,1112,"+3,606.67%",0.92,93.49%,-0.361286,2026-08-05
MP,47.91,2026-09-04,30,Call,60.00,-25.23%,1.06,1.3,235,1571,"+3,553.49%",0.15,82.52%,0.206078,2026-08-05
MRVL,211.02,2026-08-07,2,Put,202.50,-4.04%,3.3,4.05,235,1492,"+3,539.02%",0.16,117.23%,-0.301412,2026-08-05
HPE,53.22,2026-08-28,23,Put,42.00,-21.08%,0.35,0.53,4,2034,"+3,532.14%",0,75.28%,-0.087614,2026-08-05
ZETA,27.07,2026-08-07,2,Call,27.00,+0.26%,0.7,1,14301,13155,"+3,494.26%",1.09,101.72%,0.529766,2026-08-05
EIX,68.32,2026-09-18,44,Call,75.00,-9.78%,1.45,1.8,59,1098,"+3,441.94%",0.05,42.14%,0.281614,2026-08-05
INTC,101.06,2026-08-07,2,Put,97.00,-4.02%,1.17,1.3,1739,9969,"+3,435.11%",0.17,96.33%,-0.269973,2026-08-05
RIOT,21.5,2026-08-21,16,Put,15.50,-27.91%,0.13,0.23,5,5158,"+3,385.14%",0,116.17%,-0.07037,2026-08-05
ON,76.91,2026-08-14,9,Call,100.00,-30.02%,0,0.23,33,2309,"+3,246.38%",0.01,85.57%,0.030061,2026-08-05
PLTR,158.43,2027-02-19,198,Call,210.00,-32.55%,11.9,12.15,140,1929,"+3,169.49%",0.07,56.53%,0.338437,2026-08-05
MSFT,487.46,2026-08-17,12,Call,500.00,-2.57%,5.3,6.9,50,1385,"+3,120.93%",0.04,31.12%,0.342601,2026-08-05
ELF,86.37,2026-10-16,72,Call,105.00,-21.57%,3.8,7.4,18,2065,"+3,076.92%",0.01,74.97%,0.345216,2026-08-05
PLTR,158.43,2026-08-14,9,Put,145.00,-8.48%,0.93,0.98,1771,2548,"+3,045.68%",0.7,53.84%,-0.135744,2026-08-05
APP,417.8,2026-08-14,9,Call,530.00,-26.85%,2.65,3.1,979,1659,"+3,030.19%",0.59,107.45%,0.093384,2026-08-05
RVLV,25.3,2026-09-18,44,Call,25.00,+1.19%,1.5,2.25,47,2001,"+3,026.56%",0.02,47.85%,0.572131,2026-08-05
INFY,12.48,2026-10-16,72,Call,15.00,-20.19%,0.05,0.55,40,4132,"+2,983.58%",0.01,48.35%,0.216339,2026-08-05
SPCX,108.27,2026-08-28,23,Call,124.00,-14.53%,5.15,5.3,77,4492,"+2,976.71%",0.02,97.76%,0.336923,2026-08-05
PLTR,158.43,2026-08-07,2,Put,155.00,-2.16%,1.47,1.5,13671,13673,"+2,918.32%",1,62.48%,-0.308473,2026-08-05
ELAN,26.22,2026-08-21,16,Put,25.00,-4.65%,0.35,0.65,1018,2022,"+2,917.91%",0.5,47.07%,-0.292306,2026-08-05
INTC,101.06,2026-08-07,2,Call,108.00,-6.87%,0.73,0.83,2159,19741,"+2,895.60%",0.11,99.83%,0.194997,2026-08-05
DVA,188.69,2026-10-16,72,Call,250.00,-32.49%,0.1,2.15,8,1256,"+2,890.48%",0.01,40.89%,0.078043,2026-08-05
CMG,34.5,2026-08-21,16,Call,39.00,-13.04%,0.1,0.18,5225,41738,"+2,864.35%",0.13,43.27%,0.098444,2026-08-05
STX,837.66,2026-10-16,72,Call,900.00,-7.44%,108,118.5,21,1208,"+2,846.34%",0.02,91.74%,0.517094,2026-08-05
KLIC,93.84,2026-08-21,16,Put,85.00,-9.42%,2.75,4,7,1023,"+2,822.86%",0.01,93.30%,-0.270984,2026-08-05
NVO,44.53,2026-08-07,2,Call,45.00,-1.06%,0.29,0.39,3571,4645,"+2,821.38%",0.77,41.34%,0.369089,2026-08-05
NVO,44.53,2026-08-21,16,Call,46.00,-3.30%,0.42,0.7,189,2743,"+2,757.29%",0.07,31.06%,0.311342,2026-08-05
CHWY,24.03,2026-08-14,9,Put,23.00,-4.29%,0.33,0.45,30,1025,"+2,747.22%",0.03,54.93%,-0.287695,2026-08-05
XYZ,84.2,2026-08-07,2,Put,78.00,-7.36%,1.65,2.02,488,10339,"+2,657.07%",0.05,177.14%,-0.257749,2026-08-05
PLTR,158.43,2027-02-19,198,Put,155.00,-2.16%,21.7,22.1,12,1866,"+2,644.12%",0.01,54.92%,-0.384883,2026-08-05
CIFR,18.71,2026-08-28,23,Call,18.00,+3.79%,2.3,2.81,5,1205,"+2,638.64%",0,118.02%,0.612733,2026-08-05
CCL,29.67,2026-08-07,2,Put,28.50,-3.94%,0.06,0.1,263,1998,"+2,636.99%",0.13,50.95%,-0.138334,2026-08-05
ORCL,144.39,2026-09-04,30,Call,145.00,-0.42%,9.9,10.85,75,3597,"+2,584.33%",0.02,63.91%,0.530913,2026-08-05
MRVL,211.02,2026-08-14,9,Call,270.00,-27.95%,0.77,1,867,3954,"+2,571.62%",0.22,98.60%,0.065651,2026-08-05
AMD,482.05,2026-08-07,2,Call,567.50,-17.73%,0.1,0.54,227,1760,"+2,566.67%",0.13,108.00%,0.022824,2026-08-05
CLS,362.76,2026-08-14,9,Call,385.00,-6.13%,5.6,13.4,1,1522,"+2,524.14%",0,78.73%,0.340053,2026-08-05
SHOP,144.24,2026-08-21,16,Call,141.00,+2.25%,7.55,9,5,1254,"+2,512.50%",0,53.75%,0.607311,2026-08-05
CCL,29.67,2026-08-07,2,Put,29.00,-2.26%,0.13,0.23,198,3448,"+2,473.13%",0.06,50.36%,-0.263181,2026-08-05
ENPH,38.95,2026-12-18,135,Call,80.00,-105.39%,1.34,1.93,37,8294,"+2,459.88%",0,94.39%,0.173058,2026-08-05
PLTR,158.43,2026-08-07,2,Put,144.00,-9.11%,0.11,0.12,721,1395,"+2,436.36%",0.52,71.85%,-0.033955,2026-08-05
NOW,117.22,2027-02-19,198,Call,140.00,-19.43%,13.05,14.55,6,2072,"+2,426.83%",0,60.35%,0.44881,2026-08-05
HSBC,102.68,2026-12-18,135,Put,105.00,+2.26%,6.6,8.6,49,1525,"+2,400.00%",0.03,26.94%,-0.508138,2026-08-05
PRMB,25.32,2026-08-21,16,Call,28.00,-10.58%,0.05,0.35,19,1042,"+2,380.95%",0.02,46.10%,0.161838,2026-08-05
MTCH,38.15,2026-08-21,16,Put,40.00,+4.85%,2,2.35,565,1209,"+2,367.35%",0.47,30.96%,-0.755629,2026-08-05
LKQ,24.11,2026-09-18,44,Put,22.50,-6.68%,0.35,0.7,35,1565,"+2,345.31%",0.02,35.61%,-0.269451,2026-08-05
JCI,153.65,2026-08-21,16,Call,160.00,-4.13%,2.15,2.95,156,10161,"+2,342.55%",0.02,38.57%,0.327244,2026-08-05
S,21,2026-08-07,2,Call,21.50,-2.38%,0.1,0.3,259,4270,"+2,340.00%",0.06,63.75%,0.318852,2026-08-05
CGON,72.42,2027-01-15,163,Call,70.00,+3.34%,14.3,17.2,48,4174,"+2,312.72%",0.01,74.45%,0.637445,2026-08-05
CIFR,18.71,2026-08-28,23,Put,21.00,+12.24%,3.45,3.8,10,1784,"+2,278.67%",0.01,117.83%,-0.593933,2026-08-05
GOOGL,362.43,2026-08-10,5,Put,365.00,+0.71%,6.55,7.2,247,1064,"+2,264.44%",0.23,32.87%,-0.56178,2026-08-05
PLTR,158.43,2026-08-07,2,Put,165.00,+4.15%,7.25,7.6,4053,1819,"+2,262.34%",2.23,65.38%,-0.79207,2026-08-05
VERA,30.35,2026-08-21,16,Put,25.00,-17.63%,0.7,1,778,4744,"+2,260.20%",0.16,119.37%,-0.182303,2026-08-05
PLTR,158.43,2026-08-07,2,Put,157.50,-0.59%,2.45,2.49,17114,3895,"+2,246.39%",4.39,62.70%,-0.438939,2026-08-05
CIFR,18.71,2026-08-07,2,Call,21.50,-14.91%,0.07,0.18,4400,2103,"+2,236.67%",2.09,154.50%,0.123731,2026-08-05
PCG,17.2,2026-09-18,44,Call,25.00,-45.35%,0.09,0.15,56959,101367,"+2,224.40%",0.56,67.89%,0.072648,2026-08-05
ASPI,4.05,2026-08-21,16,Call,4.50,-11.11%,0.2,0.4,16,2463,"+2,201.87%",0.01,137.92%,0.414869,2026-08-05
PLTR,158.43,2026-08-14,9,Call,152.50,+3.74%,8.5,8.9,201,4460,"+2,187.18%",0.05,52.45%,0.696836,2026-08-05
UEC,10.72,2026-08-07,2,Put,10.50,-2.05%,0.13,0.18,371,2790,"+2,168.29%",0.13,79.96%,-0.350906,2026-08-05
GOOGL,362.43,2026-10-16,72,Call,410.00,-13.13%,7.05,7.6,871,54688,"+2,154.25%",0.02,34.02%,0.243238,2026-08-05
GRPN,27.29,2026-10-16,72,Call,35.00,-28.25%,2.25,3.3,5,3121,"+2,145.32%",0,106.11%,0.390922,2026-08-05
BKNG,207.02,2026-08-07,2,Call,197.50,+4.60%,6.6,13.3,1135,1200,"+2,122.22%",0.95,51.53%,0.895647,2026-08-05
FLYW,18.65,2026-08-21,16,Call,17.50,+6.17%,1.3,2,371,2759,"+2,055.47%",0.13,62.83%,0.712857,2026-08-05
SKHY,151.03,2026-08-21,16,Call,162.50,-7.59%,8.1,9.9,48,1792,"+2,033.33%",0.03,106.45%,0.416868,2026-08-05
ARM,274.58,2026-08-14,9,Call,350.00,-27.47%,1.24,1.5,1566,1279,"+2,031.67%",1.22,101.18%,0.074591,2026-08-05
PLTR,158.43,2026-08-07,2,Put,146.00,-7.85%,0.17,0.18,1275,1154,"+1,998.18%",1.1,68.66%,-0.050855,2026-08-05
WMT,112.34,2026-08-21,16,Put,97.00,-13.65%,0.06,0.37,64,1529,"+1,994.52%",0.04,43.78%,-0.048482,2026-08-05
B,41.05,2026-08-14,9,Call,42.00,-2.31%,0.88,1.05,219,1210,"+1,986.21%",0.18,53.11%,0.41007,2026-08-05
TMUS,173.46,2026-08-07,2,Call,177.50,-2.33%,0.35,0.7,365,1623,"+1,980.77%",0.22,36.59%,0.202128,2026-08-05
LRCX,307.42,2026-08-28,23,Call,400.00,-30.12%,2.45,5.25,21,2133,"+1,970.87%",0.01,84.24%,0.129313,2026-08-05
NTRA,274.62,2026-08-21,16,Put,260.00,-5.32%,7.5,10.9,240,1154,"+1,924.56%",0.21,69.82%,-0.323971,2026-08-05
ORCL,144.39,2027-03-19,226,Call,105.00,+27.28%,50.9,53.65,2,2064,"+1,903.88%",0,72.14%,0.80232,2026-08-05
TDC,26.23,2026-08-21,16,Put,32.50,+23.90%,6.1,7.2,4067,5102,"+1,900.78%",0.8,94.91%,-0.83645,2026-08-05
TXN,277.72,2026-08-07,2,Call,287.50,-3.52%,1.11,2.11,1055,1078,"+1,896.30%",0.98,60.66%,0.227649,2026-08-05
